repo,path,lines,bytes,families,score,fam_detail,in_base,near_base,sha,reviewed
legal-knowledge-base,legal-knowledge-base/01-libraries/pravozashchitnyy-gayd/11-onk.md,80,12432,1,102,RULE=2,,,fecabb6db3cf,
legal-knowledge-base,legal-knowledge-base/01-libraries/na-ravnykh/09-uvolnenie.md,69,15320,1,102,RULE=2,,,bc0758a8eea5,
legal-knowledge-base,legal-knowledge-base/01-libraries/soldatskie-materi-spb/05-budushchemu-soldatu-podgotovka.md,86,15151,1,102,RULE=2,,,32496ab01b62,
legal-knowledge-base,legal-knowledge-base/01-libraries/soldatskie-materi-spb/02-prizyvniku-marshrut-povestki-otsrochki.md,163,23161,1,102,RULE=2,,,620d446c50d7,
legal-knowledge-base,legal-knowledge-base/01-libraries/soldatskie-materi-spb/00-obzor-i-navigatsiya.md,119,17876,1,102,RULE=2,,,5a48cb7e7590,
legal-knowledge-base,legal-knowledge-base/01-libraries/shoz/03-rabota-s-ugolovnym-delom-oznakomlenie-ord.md,54,10020,1,102,RULE=2,,,10e9aaafcca1,
legal-knowledge-base,legal-knowledge-base/01-libraries/intransit/07-deportatsii-iz-es-i-zashchita-ot-nikh.md,69,16392,1,102,RULE=2,,,2cb72f278884,
legal-knowledge-base,legal-knowledge-base/01-libraries/intransit/01-komu-pomogaet-intransit-i-kak-pravilno-obratitsya.md,56,8876,1,102,RULE=2,,,08f6f888566d,
legal-knowledge-base,legal-knowledge-base/01-libraries/yurapteka/03-yurapteka-bank-keysov.md,60,23190,1,102,RULE=2,,,edefe66d16a9,
legal-knowledge-base,legal-knowledge-base/01-libraries/roskomsvoboda/02-zashchita-telegram.md,106,10760,1,102,RULE=2,,,bece184ef26d,
legal-knowledge-base,legal-knowledge-base/00-infrastructure/reports/ves-repy-i-granitsy.md,137,9034,1,102,RULE=2,,,44620603923c,
academic-portfolio,academic-portfolio/12-study-plans/parallelnoe-vtoroe-vysshee-vozmozhnost.md,103,9545,1,102,RULE=2,,,ee0d1e63a426,
academic-portfolio,academic-portfolio/08-masters/vkr/ВКР_магистра_FINPILOT.docx.md,271,50260,1,102,RULE=2,,,15adf7e24e8d,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/information-security/lab-04.md,106,8013,1,102,RULE=2,,,77607bac4c34,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/information-security/talk-text-skud.md,43,9028,1,102,RULE=2,,,0cf187a81b7d,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/information-security/text-02.md,36,12916,1,102,RULE=2,,,172ebf5e8460,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/information-security/talk-skud-mobile-access.md,37,5492,1,102,RULE=2,,,4981132587d2,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/software-testing-debugging/lab-01.md,72,12565,1,102,RULE=2,,,569ee1fa7543,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/knowledge-formalization-methods/colloquium-fs-iv.md,40,1774,1,102,RULE=2,,,e10c87efe365,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/knowledge-formalization-methods/kr-preparation.md,1223,13728,1,102,RULE=2,,,81c2b561ca4a,
academic-portfolio,academic-portfolio/05-semesters/semester-08-spring-2026/knowledge-formalization-methods/credit-test-questions.md,42,2746,1,102,RULE=2,,,99185fb4c5fc,
academic-portfolio,academic-portfolio/05-semesters/semester-06-spring-2025/software-development-methodology/cheatsheet.md,50,7242,1,102,RULE=2,,,8bda9608b34b,
academic-portfolio,academic-portfolio/05-semesters/semester-06-spring-2025/software-development-methodology/talk-cheatsheet.md,87,7363,1,102,RULE=2,,,bb8f05168349,
academic-portfolio,academic-portfolio/05-semesters/semester-06-spring-2025/architecting/coursework.md,257,20846,1,102,RULE=2,,,b3d856ddc2e6,
academic-portfolio,academic-portfolio/05-semesters/semester-06-spring-2025/machine-learning/ml5-2-numeric-features.md,496,42102,1,102,RULE=2,,,d71c75226dcd,
academic-portfolio,academic-portfolio/05-semesters/semester-06-spring-2025/machine-learning/ml4-4-diagnostics.md,521,42098,1,102,RULE=2,,,3f4fa29316b9,
academic-portfolio,academic-portfolio/05-semesters/semester-05-fall-2024/systems-theory-analysis/worked-tickets-short.md,1449,86297,1,102,RULE=2,,,783b239d0661,
academic-portfolio,academic-portfolio/05-semesters/semester-07-fall-2025/it-business-planning/lab-01-task.md,25,5628,1,102,RULE=2,,,cbcabbb4ad33,
academic-portfolio,academic-portfolio/05-semesters/semester-07-fall-2025/embedded-systems-programming/report-02.md,131,12928,1,102,RULE=2,,,947d6ce13c28,
academic-portfolio,academic-portfolio/05-semesters/semester-07-fall-2025/embedded-systems-programming/independent-work-04-report.md,362,17018,1,102,RULE=2,,,5f8529db4395,
academic-portfolio,academic-portfolio/10-mephi-2019-2022/discrete-math/materials/worked-tickets-37.md,438,77737,1,102,RULE=2,,,7d97f3ac8708,
academic-portfolio,academic-portfolio/10-mephi-2019-2022/discrete-math/materials/credit-test-worked-tickets.md,188,41074,1,102,RULE=2,,,df92ab45d0c9,
academic-portfolio,academic-portfolio/03-bochvar-competition/chernovik/Тезисы_Бочвар_Евдокимов.docx.md,33,9873,1,102,RULE=2,,,a197adf32cff,
academic-portfolio,academic-portfolio/03-bochvar-competition/chernovik/sppr_prototype.py,903,42803,1,102,RULE=2,,,c8c87918a7cc,
academic-portfolio,academic-portfolio/03-bochvar-competition/rezultaty/Работы с большим баллом/Чернышев Сергей Андреевич/ВКР_Чернышев_Релиз_5.pdf.md,1819,156014,1,102,RULE=2,,,08b1f6961ec6,
academic-portfolio,academic-portfolio/01-bachelor-thesis/yuridicheskie-dokumenty/Мониторинг трудоустройства_2026_лето_АСУ.xlsx.md,1198,41488,1,102,RULE=2,,,b8c594f40533,
academic-portfolio,academic-portfolio/01-bachelor-thesis/docs/finpilot-handover.md,389,29513,1,102,RULE=2,,,98b0ee42093d,
academic-portfolio,academic-portfolio/01-bachelor-thesis/zametki/Саммари смотров ВКР бакалавры №1.docx.md,61,6332,1,102,RULE=2,,,fd0488cee5c7,
academic-portfolio,academic-portfolio/01-bachelor-thesis/zashchita/04.06/Презентации/Сахаров Владимир Валерьевич/Защита.pdf.md,296,15982,1,102,RULE=2,,,4e02fb562e6e,
academic-portfolio,academic-portfolio/01-bachelor-thesis/zashchita/04.06/Презентации/Лаврентьев Дмитрий Андреевич/ВКР Лаврентьев Д.А..pptx.md,280,13988,1,102,RULE=2,,,ccd55c42fc09,
academic-portfolio,"academic-portfolio/01-bachelor-thesis/zashchita/18.06/Аникина Мария, Михайлова Ульяна/Pikmi_VKR_итоговый_финал.pdf.md",277,10865,1,102,RULE=2,,,059df1243179,
academic-portfolio,academic-portfolio/01-bachelor-thesis/zashchita/19.06/Презентации/Широков Н.А./Широков_защита_19.06.pptx.md,289,11420,1,102,RULE=2,,,00557acfca05,
academic-portfolio,academic-portfolio/01-bachelor-thesis/iteratsii-prezentatsii/Готовые презы + доклады/Черновики/A_Защита_ВКР.pptx.md,207,6779,1,102,RULE=2,,,cc2f682a793a,
politics,politics/reports/imports/telegram-sergastokh-Чебурнет.md,56,13092,1,102,RULE=2,,,8aa095dd5b4b,
portrait-of-taste,portrait-of-taste/meta/MEN_ARCHIVE.md,167,9200,1,102,RULE=2,,,bff24c3be53d,
portrait-of-taste,portrait-of-taste/docs/INSTAGRAM_FETCH_GUIDE.md,233,8974,1,102,RULE=2,,,91be83777246,
portrait-of-taste,portrait-of-taste/docs/INDEX.md,156,11212,1,102,META=2,,,b0d9637ef343,
portrait-of-taste,portrait-of-taste/docs/REVISION_PROTOCOL.md,103,7226,1,102,RULE=2,,,f0b971c9723e,
portrait-of-taste,portrait-of-taste/docs/TECHNICAL_ACCOUNT_EXPLAINED.md,96,5060,1,102,RULE=2,,,740ee44b100d,
portrait-of-taste,portrait-of-taste/social_screenshots/README.md,29,1369,1,102,RULE=2,,,9bf7ba615ee3,
portrait-of-taste,portrait-of-taste/prompts/PROMPT_batch1.md,46,1978,1,102,RETRO=2,,,97d10933fd50,
portrait-of-taste,portrait-of-taste/templates/scheduled-tasks-export.yaml,117,8771,1,102,RULE=2,yes,,38dbf622fec9,
portrait-of-taste,portrait-of-taste/templates/ROADMAP_TEMPLATE.md,43,1993,1,102,RULE=2,yes,,44ba728a0d0b,
portrait-of-taste,portrait-of-taste/02-methodology-library/naming_convention.md,82,6012,1,102,RULE=2,yes,,fe3b7fbc1a28,
portrait-of-taste,portrait-of-taste/profiles/EO.md,56,3118,1,102,RULE=2,,,5d282c8670a7,
portrait-of-taste,portrait-of-taste/profiles/MQ.md,56,2974,1,102,RULE=2,,,215211f8f9aa,
portrait-of-taste,portrait-of-taste/profiles/HP.md,56,3118,1,102,RULE=2,,,43b017cdb9b1,
portrait-of-taste,portrait-of-taste/profiles/GS.md,56,3085,1,102,RULE=2,,,e9f5d1a39cc8,
portrait-of-taste,portrait-of-taste/profiles/BR.md,56,3103,1,102,RULE=2,,,e3355d969c53,
portrait-of-taste,portrait-of-taste/profiles/JL.md,56,3094,1,102,RULE=2,,,4f2d4ff337a8,
portrait-of-taste,portrait-of-taste/profiles/CJ.md,56,3109,1,102,RULE=2,,,036a47ddd641,
portrait-of-taste,portrait-of-taste/profiles/FK.md,56,3106,1,102,RULE=2,,,a8831cf2551b,
portrait-of-taste,portrait-of-taste/profiles/IH.md,56,3085,1,102,RULE=2,,,7772fc04e18d,
portrait-of-taste,portrait-of-taste/profiles/DW.md,56,3079,1,102,RULE=2,,,cf015c9d642e,
portrait-of-taste,portrait-of-taste/profiles/LI.md,56,2966,1,102,RULE=2,,,9c8b9c0613c7,
portrait-of-taste,portrait-of-taste/profiles/EW.md,56,3088,1,102,RULE=2,,,d1d23d79cd9e,
portrait-of-taste,portrait-of-taste/profiles/MI.md,56,2956,1,102,RULE=2,,,844dbf0b602c,
portrait-of-taste,portrait-of-taste/profiles/HH.md,56,3085,1,102,RULE=2,,,0234aa1d14fe,
portrait-of-taste,portrait-of-taste/profiles/GK.md,56,3097,1,102,RULE=2,,,333708e84c17,
portrait-of-taste,portrait-of-taste/profiles/BJ.md,56,3088,1,102,RULE=2,,,5aeef054552e,
portrait-of-taste,portrait-of-taste/profiles/JT.md,56,3094,1,102,RULE=2,,,e0130378cc6c,
portrait-of-taste,portrait-of-taste/profiles/CR.md,56,3085,1,102,RULE=2,,,ea41b02d5d3b,
portrait-of-taste,portrait-of-taste/profiles/FS.md,56,3091,1,102,RULE=2,,,da63bfffe652,
portrait-of-taste,portrait-of-taste/profiles/IP.md,56,3091,1,102,RULE=2,,,8ccc94e2f5d5,
portrait-of-taste,portrait-of-taste/profiles/DO.md,56,3082,1,102,RULE=2,,,e2862ca1cb54,
portrait-of-taste,portrait-of-taste/profiles/LQ.md,56,2960,1,102,RULE=2,,,07b87d12e23b,
portrait-of-taste,portrait-of-taste/profiles/FO.md,56,3091,1,102,RULE=2,,,058c655d83e5,
portrait-of-taste,portrait-of-taste/profiles/CN.md,56,3097,1,102,RULE=2,,,f1d4a075af09,
portrait-of-taste,portrait-of-taste/profiles/LM.md,56,2974,1,102,RULE=2,,,581e8c2cf4fe,
portrait-of-taste,portrait-of-taste/profiles/DS.md,56,3088,1,102,RULE=2,,,c606b659bf73,
portrait-of-taste,portrait-of-taste/profiles/IL.md,56,3082,1,102,RULE=2,,,dc45497a6446,
portrait-of-taste,portrait-of-taste/profiles/HT.md,56,3091,1,102,RULE=2,,,240dc91ab664,
portrait-of-taste,portrait-of-taste/profiles/MU.md,56,2966,1,102,RULE=2,,,d9e848baa3c0,
portrait-of-taste,portrait-of-taste/profiles/EK.md,56,3082,1,102,RULE=2,,,512063991d36,
portrait-of-taste,portrait-of-taste/profiles/JH.md,56,3091,1,102,RULE=2,,,cdba2c06d857,
portrait-of-taste,portrait-of-taste/profiles/BV.md,56,3106,1,102,RULE=2,,,183a81a704c6,
portrait-of-taste,portrait-of-taste/profiles/GW.md,56,3091,1,102,RULE=2,,,07a0715de947,
portrait-of-taste,portrait-of-taste/profiles/FW.md,56,3088,1,102,RULE=2,,,fc22d9f76b5e,
portrait-of-taste,portrait-of-taste/profiles/CV.md,56,3079,1,102,RULE=2,,,a1458ed86097,
portrait-of-taste,portrait-of-taste/profiles/LU.md,56,2960,1,102,RULE=2,,,09e8f4057620,
portrait-of-taste,portrait-of-taste/profiles/DK.md,56,3094,1,102,RULE=2,,,9c6cfed2cee6,
portrait-of-taste,portrait-of-taste/profiles/IT.md,56,3088,1,102,RULE=2,,,265aa20e8c34,
portrait-of-taste,portrait-of-taste/profiles/HL.md,56,3076,1,102,RULE=2,,,a71dad902ffa,
portrait-of-taste,portrait-of-taste/profiles/MM.md,56,2962,1,102,RULE=2,,,334e5a1f2605,
portrait-of-taste,portrait-of-taste/profiles/ES.md,56,3094,1,102,RULE=2,,,687f122c453b,
portrait-of-taste,portrait-of-taste/profiles/JP.md,56,3103,1,102,RULE=2,,,3a7da4cda387,
portrait-of-taste,portrait-of-taste/profiles/BN.md,56,3085,1,102,RULE=2,,,2f3f1626e610,
portrait-of-taste,portrait-of-taste/profiles/GO.md,56,3109,1,102,RULE=2,,,3cace9e018aa,
portrait-of-taste,portrait-of-taste/profiles/FN.md,56,3085,1,102,RULE=2,,,e1681c2386d5,
portrait-of-taste,portrait-of-taste/profiles/CO.md,56,3085,1,102,RULE=2,,,a53a217dd925,
portrait-of-taste,portrait-of-taste/profiles/DR.md,56,3094,1,102,RULE=2,,,f3b901e1dcfa,
portrait-of-taste,portrait-of-taste/profiles/LL.md,56,2966,1,102,RULE=2,,,140f3138bcaf,
portrait-of-taste,portrait-of-taste/profiles/IM.md,56,3103,1,102,RULE=2,,,50fecacf8b53,
portrait-of-taste,portrait-of-taste/profiles/HU.md,56,3088,1,102,RULE=2,,,8a3ba476f5a6,
portrait-of-taste,portrait-of-taste/profiles/EJ.md,56,3100,1,102,RULE=2,,,1c9b27f8892a,
portrait-of-taste,portrait-of-taste/profiles/MT.md,56,2958,1,102,RULE=2,,,efb000ce095b,
portrait-of-taste,portrait-of-taste/profiles/BW.md,56,3106,1,102,RULE=2,,,c985034088c3,
portrait-of-taste,portrait-of-taste/profiles/JI.md,56,3106,1,102,RULE=2,,,c563ea4bc617,
portrait-of-taste,portrait-of-taste/profiles/GV.md,56,3097,1,102,RULE=2,,,34c4e9f4414c,
portrait-of-taste,portrait-of-taste/profiles/FV.md,56,3109,1,102,RULE=2,,,e992dfaf24c0,
portrait-of-taste,portrait-of-taste/profiles/CW.md,56,3091,1,102,RULE=2,,,c3946f63b416,
portrait-of-taste,portrait-of-taste/profiles/DJ.md,56,3097,1,102,RULE=2,,,96fccadff43c,
portrait-of-taste,portrait-of-taste/profiles/LT.md,56,2956,1,102,RULE=2,,,a45581bc028e,
portrait-of-taste,portrait-of-taste/profiles/IU.md,56,3088,1,102,RULE=2,,,e3f00056ce4b,
portrait-of-taste,portrait-of-taste/profiles/HM.md,56,3082,1,102,RULE=2,,,a4b4a4e2ea88,
portrait-of-taste,portrait-of-taste/profiles/ER.md,56,3085,1,102,RULE=2,,,15753929a570,
portrait-of-taste,portrait-of-taste/profiles/ML.md,56,2972,1,102,RULE=2,,,01ac123a5467,
portrait-of-taste,portrait-of-taste/profiles/BO.md,56,3127,1,102,RULE=2,,,7f847fb67818,
portrait-of-taste,portrait-of-taste/profiles/JQ.md,56,3094,1,102,RULE=2,,,19ac632f4d13,
portrait-of-taste,portrait-of-taste/profiles/GN.md,56,3091,1,102,RULE=2,,,3128a2272ee9,
portrait-of-taste,portrait-of-taste/profiles/MP.md,56,2958,1,102,RULE=2,,,82762b983003,
portrait-of-taste,portrait-of-taste/profiles/EN.md,56,3121,1,102,RULE=2,,,a33d8bbfdbc3,
portrait-of-taste,portrait-of-taste/profiles/HQ.md,56,3094,1,102,RULE=2,,,553015f49c25,
portrait-of-taste,portrait-of-taste/profiles/GR.md,56,3088,1,102,RULE=2,,,6e7f97ab6b9a,
portrait-of-taste,portrait-of-taste/profiles/JM.md,56,3112,1,102,RULE=2,,,deaa95998d4e,
portrait-of-taste,portrait-of-taste/profiles/BS.md,56,3091,1,102,RULE=2,,,7b90d554c873,
portrait-of-taste,portrait-of-taste/profiles/CK.md,56,3094,1,102,RULE=2,,,35afe0d056d6,
portrait-of-taste,portrait-of-taste/profiles/FJ.md,56,3109,1,102,RULE=2,,,f165e3237443,
portrait-of-taste,portrait-of-taste/profiles/II.md,56,3100,1,102,RULE=2,,,bf04baba0747,
portrait-of-taste,portrait-of-taste/profiles/DV.md,56,3097,1,102,RULE=2,,,5901e3a96089,
portrait-of-taste,portrait-of-taste/profiles/MH.md,56,2968,1,102,RULE=2,,,9acd53c6f215,
portrait-of-taste,portrait-of-taste/profiles/EV.md,56,3082,1,102,RULE=2,,,d13c0dc70da0,
portrait-of-taste,portrait-of-taste/profiles/HI.md,56,3079,1,102,RULE=2,,,e3ba350358b0,
portrait-of-taste,portrait-of-taste/profiles/GJ.md,56,3085,1,102,RULE=2,,,df2019b11ac9,
portrait-of-taste,portrait-of-taste/profiles/JU.md,56,3088,1,102,RULE=2,,,30cac52221a5,
portrait-of-taste,portrait-of-taste/profiles/BK.md,56,3085,1,102,RULE=2,,,290fe8195ed2,
portrait-of-taste,portrait-of-taste/profiles/CS.md,56,3088,1,102,RULE=2,,,51492acd3e3e,
portrait-of-taste,portrait-of-taste/profiles/FR.md,56,3085,1,102,RULE=2,,,37408569fe06,
portrait-of-taste,portrait-of-taste/profiles/IQ.md,56,3088,1,102,RULE=2,,,aeeaf57c949e,
portrait-of-taste,portrait-of-taste/profiles/LP.md,56,2960,1,102,RULE=2,,,b4a4ae33b1eb,
portrait-of-taste,portrait-of-taste/profiles/DN.md,56,3088,1,102,RULE=2,,,4af2fb7b5803,
portrait-of-taste,portrait-of-taste/profiles/GY.md,56,3085,1,102,RULE=2,,,06507b08b24a,
portrait-of-taste,portrait-of-taste/profiles/BX.md,56,3112,1,102,RULE=2,,,c9f07a6e4adc,
portrait-of-taste,portrait-of-taste/profiles/JF.md,56,3088,1,102,RULE=2,,,c879a9905327,
portrait-of-taste,portrait-of-taste/profiles/EE.md,56,3103,1,102,RULE=2,,,e0b3552c768b,
portrait-of-taste,portrait-of-taste/profiles/HZ.md,56,3085,1,102,RULE=2,,,c1a7b8ee42d6,
portrait-of-taste,portrait-of-taste/profiles/IB.md,56,3094,1,102,RULE=2,,,5f4a653ad83b,
portrait-of-taste,portrait-of-taste/profiles/FA.md,56,3094,1,102,RULE=2,,,913925311686,
portrait-of-taste,portrait-of-taste/profiles/GA.md,56,3085,1,102,RULE=2,,,e606e83fd0e8,
portrait-of-taste,portrait-of-taste/profiles/MC.md,56,2956,1,102,RULE=2,,,e3b0f2a223da,
portrait-of-taste,portrait-of-taste/profiles/HB.md,56,3100,1,102,RULE=2,,,e10f6aeb69cc,
portrait-of-taste,portrait-of-taste/profiles/IZ.md,56,3091,1,102,RULE=2,,,8072afe3563c,
portrait-of-taste,portrait-of-taste/profiles/DE.md,56,3103,1,102,RULE=2,,,75d6f0b8ff3d,
portrait-of-taste,portrait-of-taste/profiles/CX.md,56,3085,1,102,RULE=2,,,40d295101369,
portrait-of-taste,portrait-of-taste/profiles/FY.md,56,3091,1,102,RULE=2,,,49c1c3023e60,
portrait-of-taste,portrait-of-taste/profiles/DY.md,56,3088,1,102,RULE=2,,,22fc31e095d6,
portrait-of-taste,portrait-of-taste/profiles/IF.md,56,3103,1,102,RULE=2,,,346b216ae097,
portrait-of-taste,portrait-of-taste/profiles/FE.md,56,3094,1,102,RULE=2,,,b4aec2e3494d,
portrait-of-taste,portrait-of-taste/profiles/CD.md,56,3106,1,102,RULE=2,,,8e9c37ebbe5a,
portrait-of-taste,portrait-of-taste/profiles/JB.md,56,3088,1,102,RULE=2,,,385acca7fcea,
portrait-of-taste,portrait-of-taste/profiles/EA.md,56,3091,1,102,RULE=2,,,3e6f7fcf8138,
portrait-of-taste,portrait-of-taste/profiles/R_Оля.md,220,15054,1,102,RULE=2,,,aff56e42a7a8,
portrait-of-taste,portrait-of-taste/profiles/DA.md,56,3091,1,102,RULE=2,,,1e66a635cd5b,
portrait-of-taste,portrait-of-taste/profiles/KB.md,56,3082,1,102,RULE=2,,,79a564be4e94,
