repo,path,lines,bytes,families,score,fam_detail,in_base,near_base,sha,reviewed
personal-finance-dss,personal-finance-dss/.claude/hooks/_run_test_slice.py,127,8390,1,102,REGISTRY=2,,,98d4c209e427,
personal-finance-dss,personal-finance-dss/.claude/skills/finpilot-react-component/SKILL.md,42,3041,1,102,RULE=2,,,e0f2791ffc35,
personal-finance-dss,personal-finance-dss/app/database/revocation.py,99,5539,1,102,REGISTRY=2,,,c852a380b28a,
personal-finance-dss,personal-finance-dss/app/core/money.py,79,4553,1,102,RULE=2,,,02ae224ce412,
personal-finance-dss,personal-finance-dss/app/api/routes_auth.py,510,24476,1,102,RULE=2,,,c234ba35d75d,
personal-finance-dss,personal-finance-dss/app/api/_consent_guard.py,69,3594,1,102,RULE=2,,,c36918613bbd,
personal-finance-dss,personal-finance-dss/app/api/_guards.py,34,1639,1,102,REGISTRY=2,,,53a3ae733429,
personal-finance-dss,personal-finance-dss/app/api/routes_consents.py,195,9586,1,102,RULE=2,,,fa593d829d78,
personal-finance-dss,personal-finance-dss/app/services/cbr_rate.py,341,15733,1,102,RULE=2,,,ceeeffb0feb2,
personal-finance-dss,personal-finance-dss/app/services/statement_parser.py,935,51298,1,102,RULE=2,,,c379e6183760,
personal-finance-dss,personal-finance-dss/tools/portrait_testing/generator_v3.py,672,31367,1,102,RULE=2,,,d3a71bc73ff4,
personal-finance-dss,personal-finance-dss/tools/model_validation/dataset_export.py,575,26783,1,102,RULE=2,,,6a44191721eb,
personal-finance-dss,personal-finance-dss/tools/survey_analysis/config.py,267,14469,1,102,RULE=2,,,783f4c0e42ab,
biology,biology/reports/imports/telegram-Эволюция.md,338,30115,1,102,RULE=2,,,7cf47a348285,
research-craft,research-craft/02-logic/1.1_Что_такое_логика.pptx.pdf.md,234,10019,1,102,RULE=2,,,2cc13998dcf7,
research-craft,research-craft/03-scientific-method/01-nauchnyy-metod-tsikl.md,58,5446,1,102,RULE=2,,,fe6ee483034b,
game-analytics-engine,game-analytics-engine/reports/revision-2026-08-26.md,32,1781,1,102,RULE=2,,,8d9edcab8c7d,
character-a-analysis,character-a-analysis/99-misc/career-guidance/career-psychologist-summary.md,81,19929,1,102,RULE=2,,,c1f2d242cf26,
character-a-analysis,character-a-analysis/99-misc/career-guidance/career-psychologist-summary.pdf.md,166,20756,1,102,RULE=2,,,2ea25831d9d6,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/01-anamnez-polnyy.md,256,28588,1,102,RULE=2,,,c88ae9e39678,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/04-period-1-2001-2018.md,196,17652,1,102,RETRO=2,,,fe75c3eb64e8,
character-a-analysis,character-a-analysis/10-life-history/02-notes/mentor-meeting-3-protocol.md,144,16179,1,102,RULE=2,,,c45b1abf0180,
character-a-analysis,character-a-analysis/10-life-history/02-notes/dream-diary.md,119,18051,1,102,RULE=2,,,b3499b6bc912,
character-a-analysis,character-a-analysis/10-life-history/02-notes/career-psychologist-conclusions.md,106,12206,1,102,RULE=2,,,fe4e755daa3c,
character-a-analysis,character-a-analysis/10-life-history/02-notes/psychologist-conclusions.md,218,23764,1,102,RULE=2,,,9553a6d47ada,
character-a-analysis,character-a-analysis/10-life-history/02-notes/hypotheses-synthesis-errors.md,600,55627,1,102,RULE=2,,,a1e0d8a8cfc9,
character-a-analysis,character-a-analysis/10-life-history/03-reports/2026-08-20-instagram-second-account-probe-and-close.md,83,9125,1,102,RULE=2,,,30fb9f2561b5,
character-a-analysis,character-a-analysis/10-life-history/09-history/zametki-zaklyucheniya-psikhologov.md,208,23536,1,102,RULE=2,,,1f0366ec6786,
character-a-analysis,character-a-analysis/10-life-history/09-history/handoff-prompt-session-23.md,40,10007,1,102,RULE=2,,,caf2689dd3a5,
character-a-analysis,character-a-analysis/10-life-history/09-history/v3-v4-chernoviki/01-pravila-4-0.md,104,7823,1,102,RULE=2,,,b3f3b5bc5ce0,
character-a-analysis,character-a-analysis/10-life-history/09-history/v3-v4-chernoviki/04-fakty-gipotezy-4-0.md,208,22805,1,102,STRUCT=2,,,b49c778380dc,
character-a-analysis,character-a-analysis/10-life-history/09-history/v3-v4-chernoviki/04-fakty-gipotezy-3-0.md,194,21164,1,102,STRUCT=2,,,28470b5b8cc3,
character-a-analysis,character-a-analysis/10-life-history/05-final-analysis/_arhiv-prezhnih-analizov/2026-08-31-final-report-v1/06-source-registry.md,88,7707,1,102,META=2,,,8ec5fffc6d9a,
character-a-analysis,character-a-analysis/context-lab/06-history/harvest/notes-01.md,251,36390,1,102,RULE=2,,,a08d62075aeb,
nutrition,nutrition/01-principles/README.md,54,5101,1,102,RULE=2,,,1f042875cf52,
mission-control,mission-control/00-infrastructure/03-global-roadmap.md,77,4908,1,102,RULE=2,,,6bbb40a23317,
mission-control,mission-control/00-infrastructure/02-entity-types.md,72,5575,1,102,STRUCT=2,,,cd6462c91a04,
mission-control,mission-control/00-infrastructure/23-klassifikatsiya-osi.md,182,10961,1,102,RULE=2,,,c226c4e8f2b0,
mission-control,mission-control/decisions/adr_006_folder_pointers.md,50,2580,1,102,REGISTRY=2,,,a23d89346063,
mission-control,mission-control/decisions/adr_002_repo_classification.md,46,2867,1,102,REGISTRY=2,,,eb3d1cbbf073,
mission-control,mission-control/decisions/adr_005_old_repos_archive.md,48,3340,1,102,REGISTRY=2,,,cc7be134afc8,
mission-control,mission-control/scripts/RUNBOOK.md,147,8764,1,102,RULE=2,,,de72c62743b0,
mission-control,mission-control/scripts/cycle.sh,114,5739,1,102,RULE=2,,,c969e9548cb8,
mission-control,mission-control/scripts/collect_to_base.py,557,29714,1,102,RULE=2,,,c19b67faddff,
mission-control,mission-control/reports/2026-08-18-control-panel-run.md,90,5014,1,102,RULE=2,,,452fedcbc674,
mission-control,mission-control/reports/2026-08-12-gh-git-automation.md,202,13573,1,102,RULE=2,,,1c1dbee14364,
finpilot,finpilot/tests/test_category_learning.py,270,14587,1,102,RULE=2,,,784979856d00,
finpilot,finpilot/tests/test_engine_golden.py,131,6858,1,102,REGISTRY=2,,,18c333d9feeb,
finpilot,finpilot/tests/test_income_volatility.py,81,4011,1,102,REGISTRY=2,,,9e7d43247089,
finpilot,finpilot/tests/test_consents.py,258,12517,1,102,RULE=2,,,5ffa56e5830d,
finpilot,finpilot/tests/test_security_hardening.py,156,7108,1,102,REGISTRY=2,,,59305e41d2c1,
finpilot,finpilot/docs/RELEASES.md,177,15176,1,102,RULE=2,,,10e8b0c72312,
finpilot,finpilot/alembic/versions/0030_user_consents.py,89,4277,1,102,RULE=2,,,4ecece216dac,
finpilot,finpilot/app/database/revocation.py,99,5539,1,102,REGISTRY=2,,,c852a380b28a,
finpilot,finpilot/app/api/routes_auth.py,510,24476,1,102,RULE=2,,,c234ba35d75d,
finpilot,finpilot/app/api/_consent_guard.py,69,3594,1,102,RULE=2,,,c36918613bbd,
finpilot,finpilot/app/api/_guards.py,34,1639,1,102,REGISTRY=2,,,53a3ae733429,
finpilot,finpilot/app/services/cbr_rate.py,341,15733,1,102,RULE=2,,,ceeeffb0feb2,
misc-vault,misc-vault/reports/imports/telegram-Ремонт.md,374,24737,1,102,RULE=2,,,7bf4c6a66bef,
misc-vault,misc-vault/04-data/obsidian/Architecture/Стандартизация и сертификация ПО/Лекция №3. 10.03.25.md,7,353,1,102,RULE=2,,,a96893783f99,
misc-vault,misc-vault/01-documents/notes/Заметки по всем файлам №1.md,251,36390,1,102,RULE=2,,,a08d62075aeb,
misc-vault,misc-vault/01-documents/raznoe/Отчеты Центр компетенций РСВ/Мотивационно-ценностный профиль проекта «Центры компетенций»_6f1fc7f9-70d4-46e6-98b4-1228b51bdc0b.pdf.md,302,15643,1,102,RULE=2,,,d765b8381e38,
misc-vault,misc-vault/01-documents/raznoe/Разное/Дневник рефлексий Notion/photos-MOVED.md,43,2986,1,102,RULE=2,,,16acfbd5ef44,
misc-vault,misc-vault/01-documents/raznoe/Разное/Дневник рефлексий Notion/md_files/2023-02-5.md,10,3429,1,102,RULE=2,,,83e584ab8a9f,
misc-vault,misc-vault/01-documents/raznoe/Разное/Дневник рефлексий Notion/md_files/2022-06-4.md,6,1777,1,102,RULE=2,,,83b001edf757,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/ЭКСПОРТ_памяти_для_другой_ИИ.md,75,9351,1,102,RULE=2,,01-claude-context/00-core/memory-export-other-ai.md,6646073a2937,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Здоровье_клинический_портрет.md,106,10541,1,102,RULE=2,yes,,29212019e327,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/10-claude-usage-and-limits.md,90,11180,1,102,RULE=2,,,46c2d3f18c23,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Миграция_2летний_план.md,190,24762,1,102,RULE=2,yes,,d8226c93a04e,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/claude-in-practice.md,129,9107,1,102,RULE=2,,00-infrastructure/29-claude-in-practice.md,a249e792e3cb,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/02_ИНСТРУКЦИИ_обновлённые/tone-of-voice.md,92,5088,1,102,RULE=2,yes,,5eb5fd1dad8b,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/01_БЛОКИ/Здоровье_клинический_портрет.md,106,10541,1,102,RULE=2,yes,,29212019e327,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/01_БЛОКИ/Миграция_2летний_план.md,190,24762,1,102,RULE=2,yes,,d8226c93a04e,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/03_ПРОЕКТНЫЕ_ДОКИ_docs/api-design.md,71,3587,1,102,RULE=2,yes,,10d62eb05988,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/03_ПРОЕКТНЫЕ_ДОКИ_docs/project-setup.md,105,3512,1,102,RULE=2,yes,,9c2c3887a4ba,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/00_ЯДРО/ЭКСПОРТ_памяти_для_другой_ИИ.md,75,9575,1,102,RULE=2,yes,,732b91ad96d4,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/00_ЯДРО/КОНТЕКСТ_Preferences_edition.md,58,8538,1,102,RULE=2,yes,,8aec5ee9af9f,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/06-volume-compression.md,47,4007,1,102,RULE=2,,,258d93cf8618,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/10-claude-usage-and-limits.md,90,11180,1,102,RULE=2,,,46c2d3f18c23,
misc-vault,misc-vault/01-documents/claude-instructions/Instruction files/Василий_КИТ/04_ИНФРАСТРУКТУРА_base-repo/00-infrastructure/05-knowledge-base-rules.md,52,4234,1,102,RULE=2,,00-infrastructure/05-knowledge-base-rules.md,93a1e96207da,
misc-vault,misc-vault/00-inbox/from-downloads/Инструкция для обхода ошибок с регионом antigravity 22.01.pdf.md,173,9317,1,102,RULE=2,,,5882c75730f3,
health-vault,health-vault/09-methodology/myshtsy-i-uprazhneniya-metodichka.md,378,42224,1,102,RULE=2,,,4949244b806e,
health-vault,health-vault/09-methodology/vse-o-sne-nauchnaya-metodichka.md,443,61146,1,102,RULE=2,,,be118c3b188c,
health-vault,health-vault/08-reports-and-analytics/Всё_о_сне_научная_методичка.docx.md,254,60851,1,102,RULE=2,,,95a8d342a077,
health-vault,health-vault/08-reports-and-analytics/Мышцы_и_упражнения_методичка.docx.md,472,40422,1,102,RULE=2,,,cbac045f0589,
health-vault,health-vault/08-reports-and-analytics/svodnaya-tablitsa-zdorovya-evdokimov.pdf.md,236,16613,1,102,RULE=2,,,e13142ce88b9,
health-vault,health-vault/reports/2026-09-04-avtozapis-na-donatsiyu-razbor.md,252,16888,1,102,STRUCT=2,,,25341853a4de,
health-vault,health-vault/reports/imports/telegram-Кровь.md,191,12357,1,102,RULE=2,,,9a356cab4602,
health-vault,health-vault/04-psychiatry-pnd/psychotherapy-sessions/session-2022-12-30.md,14,11883,1,102,RULE=2,,,becc953e62a1,
health-vault,health-vault/04-psychiatry-pnd/psychotherapy-sessions/session-2022-12-02.pdf.md,348,24870,1,102,RULE=2,,,40c7292570e4,
research-engine,research-engine/reports/revision-2026-08-26.md,31,1774,1,102,RULE=2,,,1734705af76d,
money,money/reports/revision-2026-08-26.md,31,1680,1,102,RULE=2,,,ebb8c242589a,
philosophy,philosophy/05-questions/03-mind-body-problem.md,97,8988,1,102,RULE=2,,,a409694c7fd6,
philosophy,philosophy/04-epistemology/02-foundationalism-vs-coherentism.md,91,8182,1,102,RULE=2,,,361987ca3bbe,
philosophy,philosophy/02-primary-texts/08-kant-critique-of-pure-reason.md,84,8159,1,102,RULE=2,,,0863a7dbb6fe,
philosophy,philosophy/02-primary-texts/05-hume-enquiry.md,75,7813,1,102,RULE=2,,,4de95d26c410,
philosophy,philosophy/01-schools/04-kant.md,70,6571,1,102,RULE=2,,,aad85982587a,
legal-knowledge-base,legal-knowledge-base/09-personal-strategy/README-reviziya.md,54,6384,1,102,RULE=2,,,f7ece0337711,
legal-knowledge-base,legal-knowledge-base/03-templates/power-of-attorney-comprehensive-template.md,64,17303,1,102,RULE=2,,,ecc79f3e959b,
legal-knowledge-base,legal-knowledge-base/08-enforcement-practice/oblavy-rf-i-tck-ukraina-dose-2024-2026.md,250,46332,1,102,RULE=2,,,5eead37dd37b,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/заявление доступ к ЛД (личный прием).docx.md,55,16365,1,102,RULE=2,,,f16c6203db0e,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/№ 16 Запрос в поликлинику о предоставлении информации о необходимости дополнительных обследований.docx.md,51,3706,1,102,RULE=2,,,3190a155cdc7,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/ЗАПРОС  о доступе к личному делу призывника посредством  ознакомления с ним.pdf.md,174,18115,1,102,RULE=2,,,d9d46be8d124,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Протокол по военкомату.docx.md,114,3429,1,102,RULE=2,,,97d1654652c9,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Протокол консультации.docx.md,32,2749,1,102,RULE=2,,,7c980aca1de7,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/ЗАПРОС  о доступе к личному делу призывника посредством  ознакомления с ним.docx.md,81,17783,1,102,RULE=2,,,4eb8bed5c48f,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Статьи каталога ДСО/Статья Саши пр оАГС.pdf.md,509,85167,1,102,RULE=2,,,ea2a96fd3ffc,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/После ПК (доверенное лицо)/№ 06 Заявление об ознакомлении с личным делом или выдаче его дубликата.docx.md,71,17676,1,102,RULE=2,,,d572aa007a78,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/После ПК (доверенное лицо)/решение о категории В (от доверенного лица).docx.md,92,5797,1,102,RULE=2,,,1e86e46dc645,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Жалобы-шаблон/Жалоба на невыдачу военного билета в установленный срок.doc.md,47,4658,1,102,RULE=2,,,a7c40a6aa024,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Жалобы-шаблон/жалоба от задержанного.doc.md,114,10094,1,102,RULE=2,,,b8f1603dfde9,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Жалобы-шаблон/жалоба на врача ОБРАЗЕЦ.doc.md,91,14908,1,102,RULE=2,,,c4cb2c25452b,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Подготовка к походу на МО/решение о категории В.docx.md,49,4466,1,102,RULE=2,,,5b775a42f759,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/После ПК/Заявление об ознакомлении с личным делом методом фотофиксации или выдаче его дубликата.docx.md,74,17475,1,102,RULE=2,,,7e20dd80db26,
legal-knowledge-base,"legal-knowledge-base/06-conscript-school/voennoe-pravo/Поданные жалобы на военкомат/ЗАЯВЛЕНИЕ  об административном правонарушении, по факту не дачи ответа на обращение.docx.md",64,5334,1,102,RULE=2,,,8c84783596db,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Заявления/Заявление о выдаче дубликата личного дела.docx.md,72,15770,1,102,RULE=2,,,198d44a9016c,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Заявления/Заявление об ознакомлении с личным делом.docx.md,68,16122,1,102,RULE=2,,,9783a7d6a4d8,
legal-knowledge-base,legal-knowledge-base/06-conscript-school/voennoe-pravo/Новые спринт 03.05.25/Запрос о необходимости доп. обследований.docx.md,47,3097,1,102,RULE=2,,,242ef203f6f7,
legal-knowledge-base,legal-knowledge-base/reports/imports/telegram-Юриспруденция.md,204,21558,1,102,RULE=2,,,8c8541e6ab56,
legal-knowledge-base,legal-knowledge-base/08-enforcement-practice/prinuzhdenie-k-voyne/03-tupik-sochnika.md,150,36120,1,102,RULE=2,,,2002a1eb4937,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/shablon-fsin-isk-osparivanie-vodvoreniya-v-epkt-ryba.md,47,7903,1,102,RULE=2,,,2f63358ab560,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/shablon-isk-grazhdanskiy-gpk-ryba.md,134,7044,1,102,RULE=2,,,a89cd235ec20,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/shablon-khodataystvo-7-variantov-ryba.md,114,7724,1,102,RULE=2,,,d315ec29d422,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/kassatsionnaya-zhaloba-ryba.md,191,13693,1,102,RULE=2,,,83651c43ecab,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/shablon-kassatsionnaya-zhaloba-ryba.md,108,7596,1,102,RULE=2,,,85a5b48c7f24,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby/shablony-iskov-3-ryby-kas-gpk-moralnyy-vred.md,418,28796,1,102,RULE=2,,,b3c5ca5ca8a9,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby-import/Шаблоны_ИСКОВ_(3_рыбы_КАС_ГПК_моральный_вред).docx.md,310,29112,1,102,RULE=2,,,46414b827e60,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby-import/Кассационная_жалоба_рыба.docx.md,148,13749,1,102,RULE=2,,,2957bd4a494b,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby-import/Шаблон_ХОДАТАЙСТВО_7_вариантов_(рыба).docx.md,106,8263,1,102,RULE=2,,,975f83644e0d,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby-import/Шаблон_КАССАЦИОННАЯ_ЖАЛОБА_(рыба).docx.md,97,8123,1,102,RULE=2,,,202a9a05056f,
legal-knowledge-base,legal-knowledge-base/03-templates/ryby-import/Шаблон_ИСК_гражданский_ГПК_(рыба).docx.md,104,7572,1,102,RULE=2,,,90eddccc5107,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/обращение Володину.pdf.md,160,19623,1,102,RULE=2,,,5a3e2f18d2e8,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/k7fobh3gde34m8nk2giwxnbpp7fsfpe9.pdf.md,160,19617,1,102,RULE=2,,,46b0889267dd,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/доверенность на мать.docx.md,44,17059,1,102,RULE=2,,,24213e736b5e,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/Каталог материалов Движения сознательных отказчиков.docx.md,267,25488,1,102,RULE=2,,,4a3ed57ac002,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/обращение Владимиру Владимировичу Путину.docx.md,82,19638,1,102,RULE=2,,,d7e66173c4df,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/обращение Мишустину.docx.md,83,19475,1,102,RULE=2,,,91f04846d9e2,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/Запрос к ЛД (от лица доверенного лица).docx.md,54,16223,1,102,RULE=2,,,844d6684af32,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/letter12355564.docx.md,89,19852,1,102,RULE=2,,,3b5d627d1a16,
legal-knowledge-base,legal-knowledge-base/04-reference/raznoe-import/Обращение Путину.docx.md,82,19546,1,102,RULE=2,,,569bb1a1b50b,
legal-knowledge-base,legal-knowledge-base/04-reference/idite-lesom-google-rekonstruktsiya/05-ags-alternativnaya-grazhdanskaya-sluzhba.md,127,13409,1,102,RULE=2,,,97f1d84300f6,
legal-knowledge-base,legal-knowledge-base/04-reference/idite-lesom-google-rekonstruktsiya/06-povestki-i-reestr-povestok.md,95,8738,1,102,RULE=2,,,e2027f5b9e28,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Э файлы/04 — Содержимое массива — категории и ключевые материалы.md,69,12145,1,102,RULE=2,,,2b2085a25967,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Э файлы/00 — Обзор и навигация.md,81,12505,1,102,RULE=2,,,5a2128ea7cb8,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/КПП/00 — Обзор и навигация.md,75,14055,1,102,RULE=2,,,2d844713dc72,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Солдатские матери СПБ/00_Обзор_и_навигация.md,115,17543,1,102,RULE=2,,,89521239cfa1,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Призыв к совести/05_Поведение_военкомат_доверенность.md,93,9626,1,102,RULE=2,,,7c89edecfe57,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Молния/00_Обзор_и_навигация.md,70,12427,1,102,RULE=2,,,4f07b05ffec8,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Первая линия/12 — Психологическая самоподдержка: практики и состояния.md,124,22934,1,102,RULE=2,,,90a08c9251d0,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Первый отдел/00 — Обзор и навигация.md,202,20661,1,102,RULE=2,,,ab7969d3a267,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/ДСО/00 — Обзор и навигация.md,101,18780,1,102,RULE=2,,,fc525250bfca,
legal-knowledge-base,legal-knowledge-base/02-guides/instruktsii/Общие/По темама Идите лесом! через гугл/06 — Повестки и Реестр повесток.md,95,8738,1,102,RULE=2,,,e2027f5b9e28,
legal-knowledge-base,legal-knowledge-base/09-personal-strategy/dokumenty/Доверенность на всех.docx.md,55,26897,1,102,RULE=2,,,3c8dd068952f,
legal-knowledge-base,legal-knowledge-base/01-libraries/shkola-prav-cheloveka/Цифровая безопасность-1.pdf.md,433,23530,1,102,RULE=2,,,74b231b596c0,
legal-knowledge-base,legal-knowledge-base/01-libraries/kpp/11-issledovaniya-i-statistika-kpp.md,137,37167,1,102,RULE=2,,,4903b3483684,
legal-knowledge-base,legal-knowledge-base/01-libraries/kpp/00-obzor-i-navigatsiya.md,79,14388,1,102,RULE=2,,,37b1cd646032,
legal-knowledge-base,legal-knowledge-base/01-libraries/kpp/10-raspoznavanie-pytok-vidy-i-fiksatsiya.md,78,10080,1,102,RULE=2,,,0c30b403727c,
legal-knowledge-base,legal-knowledge-base/01-libraries/access-now/04-accessnow-malvar-shpionskoe-po-ugrozy.md,98,15987,1,102,RULE=2,,,497f8ecbadb1,
legal-knowledge-base,legal-knowledge-base/01-libraries/groza/10-dostupnaya-sreda-ovz.md,56,8851,1,102,RULE=2,,,d6d6e27a8345,
legal-knowledge-base,legal-knowledge-base/01-libraries/na-svyazi/09-taymlayn-gosinfrastruktura-suverenitet-ii.md,54,8651,1,102,RULE=2,,,2f5a023c5234,
legal-knowledge-base,legal-knowledge-base/01-libraries/dso/08-religioznye-osnovaniya-dlya-ags.md,112,17081,1,102,RULE=2,,,f1725897b95b,
legal-knowledge-base,legal-knowledge-base/01-libraries/dso/10-arkhiv-konsultatsiy-eleny-popovoy.md,50,10488,1,102,RULE=2,,,add7aee8cbb5,
legal-knowledge-base,legal-knowledge-base/01-libraries/dso/00-obzor-i-navigatsiya.md,107,19503,1,102,RULE=2,,,bebfc85820f8,
legal-knowledge-base,legal-knowledge-base/01-libraries/dso/09-praktika-konsultatsiy-goryachey-linii.md,90,20698,1,102,RULE=2,,,3ac3718b3ad8,
legal-knowledge-base,legal-knowledge-base/01-libraries/molniya/00-obzor-i-navigatsiya.md,74,12830,1,102,RULE=2,,,9f4d73225fb5,
legal-knowledge-base,legal-knowledge-base/01-libraries/pervyy-otdel/08-razbory-zakonov-i-obshchiy-fon.md,56,7648,1,102,RULE=2,,,d8c1d1766b26,
legal-knowledge-base,legal-knowledge-base/01-libraries/pervyy-otdel/00-obzor-i-navigatsiya.md,206,20994,1,102,RULE=2,,,3d48b70f31ff,
legal-knowledge-base,legal-knowledge-base/01-libraries/pervaya-liniya/09-uyazvimye-gruppy-i-davlenie-po-mestu-raboty-i-uchyoby.md,56,10240,1,102,RULE=2,,,1811d084483a,
legal-knowledge-base,legal-knowledge-base/01-libraries/pervaya-liniya/12-psikhologicheskaya-samopodderzhka-praktiki-i-sostoyaniya.md,124,22934,1,102,RULE=2,,,90a08c9251d0,
legal-knowledge-base,legal-knowledge-base/01-libraries/eff-ssd/06-zashchita-ustroystv-shifrovanie-i-malware.md,116,20123,1,102,RULE=2,,,38753ef19ddb,
legal-knowledge-base,legal-knowledge-base/01-libraries/eff-ssd/08-nastroyka-i-zashchita-ustroystv-shifrovanie-ios-android.md,108,27743,1,102,RULE=2,,,81a67024a82c,
legal-knowledge-base,legal-knowledge-base/01-libraries/idite-lesom/05-ags-alternativnaya-grazhdanskaya-sluzhba.md,127,13409,1,102,RULE=2,,,97f1d84300f6,
legal-knowledge-base,legal-knowledge-base/01-libraries/idite-lesom/06-povestki-i-reestr-povestok.md,104,10790,1,102,RULE=2,,,1704e195bd5c,
legal-knowledge-base,legal-knowledge-base/01-libraries/idite-lesom/07-voenkomat-oblavy-uderzhanie.md,94,12530,1,102,RULE=2,,,1d977ecff546,
legal-knowledge-base,legal-knowledge-base/01-libraries/kovcheg/08-baza-znaniy-po-stranam-i-legalizatsii.md,64,11650,1,102,RULE=2,,,040820025d24,
legal-knowledge-base,legal-knowledge-base/01-libraries/prizyv-k-sovesti/03-povestki-reestr-uchet.md,131,16793,1,102,RULE=2,,,5af40f8896d0,
legal-knowledge-base,legal-knowledge-base/01-libraries/prizyv-k-sovesti/05-povedenie-voenkomat-doverennost.md,93,9615,1,102,RULE=2,,,ed5869f543ae,
legal-knowledge-base,legal-knowledge-base/01-libraries/prizyv-k-sovesti/14-soch-ukhod-s-fronta-vyezd-za-granitsu.md,211,34289,1,102,RULE=2,,,5d9db93fde23,
legal-knowledge-base,legal-knowledge-base/01-libraries/prizyv-k-sovesti/09-zapas-mobilizatsiya-sbory.md,109,15299,1,102,RULE=2,,,ad995a54d8be,
legal-knowledge-base,legal-knowledge-base/01-libraries/prizyv-k-sovesti/10-uchashchimsya-shkol-i-kolledzhey.md,100,15443,1,102,RULE=2,,,b384a97ebef1,
legal-knowledge-base,legal-knowledge-base/01-libraries/mmdc/05-prava-zhurnalista-syomka-akkreditatsiya-zaprosy.md,66,13914,1,102,RULE=2,,,7126b94836fb,
legal-knowledge-base,legal-knowledge-base/01-libraries/shkola-prizyvnika/05-shp-otsrochki-ucheba-semya-rabota.md,73,10725,1,102,RULE=2,,,6fe6383dd675,
