date,value,unit,region,breakdown
2021-03-31,53206.2,rub_per_sqm,Красноярский край,secondary|низкого качества
2021-03-31,67168.1,rub_per_sqm,Красноярский край,secondary|улучшенного качества
2021-03-31,80983.3,rub_per_sqm,Красноярский край,secondary|элитные квартиры
2021-03-31,44537.5,rub_per_sqm,Курганская область,primary|все типы квартир
2021-03-31,42926.9,rub_per_sqm,Курганская область,primary|квартиры среднего качества (типовые)
2021-03-31,48408.9,rub_per_sqm,Курганская область,primary|улучшенного качества
2021-03-31,41576.3,rub_per_sqm,Курганская область,secondary|все типы квартир
2021-03-31,40838.6,rub_per_sqm,Курганская область,secondary|квартиры среднего качества (типовые)
2021-03-31,43985.3,rub_per_sqm,Курганская область,secondary|улучшенного качества
2021-03-31,55655.7,rub_per_sqm,Курская область,primary|все типы квартир
2021-03-31,54613.9,rub_per_sqm,Курская область,primary|улучшенного качества
2021-03-31,77920.1,rub_per_sqm,Курская область,primary|элитные квартиры
2021-03-31,53184.5,rub_per_sqm,Курская область,secondary|все типы квартир
2021-03-31,49046.9,rub_per_sqm,Курская область,secondary|квартиры среднего качества (типовые)
2021-03-31,55700.8,rub_per_sqm,Курская область,secondary|улучшенного качества
2021-03-31,97198.6,rub_per_sqm,Ленинградская область,primary|все типы квартир
2021-03-31,97198.6,rub_per_sqm,Ленинградская область,primary|квартиры среднего качества (типовые)
2021-03-31,60499.7,rub_per_sqm,Ленинградская область,secondary|все типы квартир
2021-03-31,59480.4,rub_per_sqm,Ленинградская область,secondary|квартиры среднего качества (типовые)
2021-03-31,53776.2,rub_per_sqm,Ленинградская область,secondary|низкого качества
2021-03-31,62491.4,rub_per_sqm,Ленинградская область,secondary|улучшенного качества
2021-03-31,50975.7,rub_per_sqm,Липецкая область,primary|все типы квартир
2021-03-31,47917.7,rub_per_sqm,Липецкая область,primary|квартиры среднего качества (типовые)
2021-03-31,51504.5,rub_per_sqm,Липецкая область,primary|улучшенного качества
2021-03-31,56687.4,rub_per_sqm,Липецкая область,secondary|все типы квартир
2021-03-31,43012.4,rub_per_sqm,Липецкая область,secondary|квартиры среднего качества (типовые)
2021-03-31,57641.9,rub_per_sqm,Липецкая область,secondary|улучшенного качества
2021-03-31,73086.4,rub_per_sqm,Липецкая область,secondary|элитные квартиры
2021-03-31,95683.8,rub_per_sqm,Магаданская область,primary|все типы квартир
2021-03-31,94550,rub_per_sqm,Магаданская область,primary|квартиры среднего качества (типовые)
2021-03-31,57691.8,rub_per_sqm,Магаданская область,secondary|все типы квартир
2021-03-31,53772,rub_per_sqm,Магаданская область,secondary|квартиры среднего качества (типовые)
2021-03-31,59475.1,rub_per_sqm,Магаданская область,secondary|улучшенного качества
2021-03-31,117477,rub_per_sqm,Московская область,primary|все типы квартир
2021-03-31,119110,rub_per_sqm,Московская область,primary|квартиры среднего качества (типовые)
2021-03-31,112652,rub_per_sqm,Московская область,primary|улучшенного качества
2021-03-31,103840,rub_per_sqm,Московская область,primary|элитные квартиры
2021-03-31,86477.9,rub_per_sqm,Московская область,secondary|все типы квартир
2021-03-31,82223.6,rub_per_sqm,Московская область,secondary|квартиры среднего качества (типовые)
2021-03-31,73627.6,rub_per_sqm,Московская область,secondary|низкого качества
2021-03-31,102138,rub_per_sqm,Московская область,secondary|улучшенного качества
2021-03-31,82586.8,rub_per_sqm,Московская область,secondary|элитные квартиры
2021-03-31,59379.7,rub_per_sqm,Мурманская область,secondary|все типы квартир
2021-03-31,57250.4,rub_per_sqm,Мурманская область,secondary|квартиры среднего качества (типовые)
2021-03-31,63610.5,rub_per_sqm,Мурманская область,secondary|улучшенного качества
2021-03-31,64920.3,rub_per_sqm,Ненецкий автономный округ (Архангельская область),secondary|все типы квартир
2021-03-31,63198.3,rub_per_sqm,Ненецкий автономный округ (Архангельская область),secondary|квартиры среднего качества (типовые)
2021-03-31,84001.3,rub_per_sqm,Нижегородская область,primary|все типы квартир
2021-03-31,75319.8,rub_per_sqm,Нижегородская область,primary|квартиры среднего качества (типовые)
2021-03-31,85161.6,rub_per_sqm,Нижегородская область,primary|улучшенного качества
2021-03-31,79494.9,rub_per_sqm,Нижегородская область,secondary|все типы квартир
2021-03-31,70489.2,rub_per_sqm,Нижегородская область,secondary|квартиры среднего качества (типовые)
2021-03-31,68594.2,rub_per_sqm,Нижегородская область,secondary|низкого качества
2021-03-31,91264.5,rub_per_sqm,Нижегородская область,secondary|улучшенного качества
2021-03-31,50725.7,rub_per_sqm,Новгородская область,primary|все типы квартир
2021-03-31,44370.6,rub_per_sqm,Новгородская область,primary|квартиры среднего качества (типовые)
2021-03-31,51195.2,rub_per_sqm,Новгородская область,primary|улучшенного качества
2021-03-31,44149.1,rub_per_sqm,Новгородская область,secondary|все типы квартир
2021-03-31,41745.4,rub_per_sqm,Новгородская область,secondary|квартиры среднего качества (типовые)
2021-03-31,38637.7,rub_per_sqm,Новгородская область,secondary|низкого качества
