"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Челябинской области","57/26/74000-АП","16.06.2026","ООО МКК Академическая","5407973316","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Челябинской области","56/26/74000-АП","18.06.2026","ООО МКК ""Финансовый аспект""","3811469624","0","ч.1 ст.14.57","230-ФЗ","37500.00","нет данных","нет данных"
"УФССП России по Челябинской области","55/26/74000-АП","08.06.2026","ООО МКК ""Декада""","9719060559","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Челябинской области","52/26/74000-АП","09.06.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","49/26/74000-АП","22.05.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Челябинской области","44/26/74000-АП","18.05.2026","АО ""ОТП Банк ""","7708001614","1027739176563","ч.1 ст.14.57","230-ФЗ","70000.00","нет данных","нет данных"
"УФССП России по Челябинской области","43/26/74000-АП","18.05.2026","АО ""ОТП Банк ""","7708001614","1027739176563","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","41/26/74000-АП","27.04.2026","ООО МКК ""БРОКТОН""","1685013200","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","39/26/74000-АП","28.04.2026","АО МФК ""Саммит""","9714073258","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","37/26/74000-АП","24.04.2026","ООО МКК ""БРОКТОН""","1685013200","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","36/26/74000-АП","28.04.2026","ООО МФК ""МИГКРЕДИТ""","7715825027","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Челябинской области","35/26/74000-АП","21.04.2026","ООО МКК ""Финансовый аспект""","3811469624","0","ч.1 ст.14.57","230-ФЗ","37500.00","нет данных","нет данных"
"УФССП России по Челябинской области","33/26/74000-АП","23.04.2026","ООО МКК ""Декада""","9719060559","0","ч.2 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Челябинской области","32/26/74000-АП","25.05.2026","ООО МКК ""СольМинор""","9723073134","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","31/26/74000-АП","14.04.2026","КПК ""КИТ-КРЕДИТ""","6685222348","0","ч.1 ст.14.57","230-ФЗ","27500.00","нет данных","нет данных"
"УФССП России по Челябинской области","30/26/74000-АП","14.04.2026","ПАО ""Совкомбанк""","4401116480","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Челябинской области","25/26/74000-АП","14.04.2026","ООО МКК ""Декада""","9719060559","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","20/26/74000-АП","31.03.2026","НАО ПКО ""ПКБ""","2723115222","0","ч.1 ст.14.57","230-ФЗ","300000.00","нет данных","нет данных"
"УФССП России по Челябинской области","19/26/74000-АП","29.06.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Челябинской области","13/26/74000-АП","20.03.2026","ООО МКК ""Декада""","9719060559","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","4/26/74000-АП","10.03.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Челябинской области","3/26/74000-АП","03.03.2026","КПК ""КИТ-КРЕДИТ""","6685222348","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","86/25/74000-АП","24.02.2026","ООО МКК ""СольМинор""","9723073134","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","84/25/74000-АП","13.02.2026","ООО МФК ""ВэбБанкир""","7733812126","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","78/25/74000-АП","14.01.2026","АО ""Яндекс Банк""","7750004168","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","77/25/74000-АП","26.01.2026","Публичное акционерное общество ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","65000.00","нет данных","нет данных"
"УФССП России по Челябинской области","75/25/74000-АП","03.02.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Челябинской области","71/25/74000-АП","20.03.2026","АО ""Почта Банк""","3232005484","1023200000010","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Челябинской области","68/25/74000-АП","27.05.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","65000.00","нет данных","нет данных"
"УФССП России по Челябинской области","63/25/74000-АП","20.02.2026","ООО МКК ""НЕБУС""","9701204665","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","53/25/74000-АП","06.02.2026","ООО МКК ""Вайтмани Диджитал""","1655464943","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Челябинской области","46/25/74000-АП","10.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","72500.00","нет данных","нет данных"
"УФССП России по Челябинской области","36/25/74000-АП","09.02.2026","ООО МКК ""Занимательные финансы""","9717113526","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Челябинской области","20/25/74000-АП","09.02.2026","ООО На личное","1661052271","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","17/26/73000-АП","23.06.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","16/26/73000-АП","16.06.2026","ООО МКК Фастмани.ру","7805714988","0","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","15/26/73000-АП","09.06.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","14/26/73000-АП","05.06.2026","МКК ""Вайтмани Диджитал""","1655464943","1211600072496","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","13/26/73000-АП","05.06.2026","Общество с ограниченной ответственностью МКК ""ФИНМОЛЛ""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","12/26/73000-АП","02.06.2026","АО ""ОТП Банк ""","7708001614","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","11/26/73000-АП","05.05.2026","ПАО ""Ростелеком""","7707049388","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","10/26/73000-АП","05.05.2026","АО ""АЛЬФА-БАНК""","7728168971","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","9/26/73000-АП","06.05.2026","ООО ПКО ""АктивБизнесКонсалт""","7736659589","0","ч.1 ст.14.57","230-ФЗ","35000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","8/26/73000-АП","02.06.2026","АО ""АЛЬФА-БАНК""","7728168971","0","ч.1 ст.14.57","230-ФЗ","40000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","7/26/73000-АП","21.04.2026","Общество с ограниченной ответственностью Микрокредитная компания ""Турбозайм""","7702820127","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","6/26/73000-АП","15.04.2026","НАО ПКО ""ПКБ""","2723115222","0","ч.1 ст.14.57","230-ФЗ","45000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","5/26/73000-АП","07.04.2026","Общество с ограниченной ответственностью ""Скорый займ""","9718244306","1247700019764","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","4/26/73000-АП","07.04.2026","АО ""АЛЬФА-БАНК""","7728168971","0","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","3/26/73000-АП","31.03.2026","АО ""АЛЬФА-БАНК""","7728168971","0","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","2/26/73000-АП","11.03.2026","ООО ПКО ДЖИ ТИ КОЛЛЕКШН ГРУПП","2130212835","0","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Ульяновской области","1/26/73000-АП","17.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","37/25/73000-АП","16.02.2026","Коммерческий банк ""Ренессанс Кредит""","7744000126","0","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Ульяновской области","32/25/73000-АП","17.02.2026","Общество с ограниченной ответственностью Микрокредитная компания ""Скорый Займ""","9718244306","0","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Тюменской области","13/26/72000-АП","30.06.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Тюменской области","11/26/72000-АП","16.06.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тюменской области","10/26/72000-АП","19.05.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","9/26/72000-АП","15.05.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","8/26/72000-АП","07.04.2026","ООО МКК Диджитал Мани","5445030457","1195476084968","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тюменской области","7/26/72000-АП","07.04.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","6/26/72000-АП","31.03.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","175000.00","нет данных","нет данных"
"УФССП России по Тюменской области","5/26/72000-АП","25.02.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","4/26/72000-АП","24.02.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тюменской области","3/26/72000-АП","03.03.2026","ООО ""МКК ""МАНИ ТРИ""","6318072015","1236300018460","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тюменской области","2/26/72000-АП","24.04.2026","АО ""Райффайзенбанк""","7744000302","1027739326449","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тюменской области","1/26/72000-АП","09.02.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","22/25/72000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","21/25/72000-АП","02.03.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","175000.00","нет данных","нет данных"
"УФССП России по Тюменской области","13/25/72000-АП","13.01.2026","ООО ""Хурма кредит МКК""","5262390614","1235200008240","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тюменской области","7/25/72000-АП","16.02.2026","ООО ""Профессиональная коллекторская организация Юнона""","7806253521","1167847404053","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тюменской области","5/25/72000-АП","05.05.2026","ООО МКК ""Русинтерфинанс""","5408292849","1125476023298","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","13/26/71000-АП","30.06.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Тульской области","11/26/71000-АП","09.06.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","10/26/71000-АП","26.05.2026","ООО ""МКК КАНГАРИЯ""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Тульской области","9/26/71000-АП","08.06.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","8/26/71000-АП","19.05.2026","ООО МКК ""Бонзайм""","1655501627","1241600015370","ч.2 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тульской области","5/26/71000-АП","08.05.2026","ООО МФК ""ВЭББАНКИР""","7733812126","1127746630846","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Тульской области","3/26/71000-АП","24.03.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","2/26/71000-АП","11.03.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","39/25/71000-АП","10.02.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тульской области","38/25/71000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Томской области","8/26/70000-АП","28.04.2026","ООО МКК Рубикон","2465130359","1152468038568","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Томской области","7/26/70000-АП","21.04.2026","ООО МКК ""Рокетмэн""","9718249135","1247700171124","ч.1 ст.14.57","230-ФЗ","60000.00","нет данных","нет данных"
"УФССП России по Томской области","6/26/70000-АП","21.04.2026","ООО МКК ""Умный займ""","7802948882","1247800001756","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Томской области","5/26/70000-АП","30.03.2026","ООО ""МФК Новое финансирование""","6162073437","1166196099057","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Томской области","4/26/70000-АП","27.03.2026","ООО ""МФК Новое финансирование""","6162073437","1166196099057","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Томской области","3/26/70000-АП","24.02.2026","ООО ПКО ""Столичное АВД""","7717528291","1057746413922","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Томской области","2/26/70000-АП","17.03.2026","ООО ПКО ""Куратор""","6316284222","1236300017557","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Томской области","1/26/70000-АП","17.02.2026","ООО МКК ""Мани три""","6318072015","1236300018460","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Томской области","26/25/70000-АП","26.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","125000.00","нет данных","нет данных"
"УФССП России по Томской области","25/25/70000-АП","23.01.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Томской области","24/25/70000-АП","03.02.2026","ООО МКК ""Рокетмэн""","9718249135","1247700171124","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Томской области","23/25/70000-АП","03.02.2026","ООО МКК ""Умный займ""","7802948882","1247800001756","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Томской области","22/25/70000-АП","02.02.2026","ООО МКК ""Финансовый аспект""","3811469624","1203800012294","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","26/26/68000-АП","26.06.2026","ООО ПКО ""Мира""","6311197544","1246300004301","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","25/26/68000-АП","26.06.2026","ООО ПКО ""Премьер""","6161090133","1196196052865","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","24/26/68000-АП","26.06.2026","ООО ПКО ""ДОБРОЗАЙМ""","7717795970","5147746190851","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","23/26/68000-АП","22.06.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","22/26/68000-АП","16.06.2026","ООО МКК ""ЭКВАЗАЙМ""","7300032408","1247300004380","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","21/26/68000-АП","25.05.2026","ООО ПКО ""АБК""","7736659589","1137746390572","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","20/26/68000-АП","05.05.2026","ООО МКК ""БРОКТОН""","1685013200","1231600043619","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","19/26/68000-АП","05.05.2026","ООО МКК ""Декада""","9719060559","1237700913780","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","18/26/68000-АП","04.05.2026","ООО ПКО ""Мира""","6311197544","1246300004301","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Тамбовской области","17/26/68000-АП","26.05.2026","ООО ПКО ""Алькор""","5406847326","1255400010645","ч.1 ст.14.57","230-ФЗ","Предупреждение","нет данных","нет данных"
"УФССП России по Тамбовской области","16/26/68000-АП","28.04.2026","ООО МКК ""Финансовый Аспект""","3811469624","1203800012294","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","15/26/68000-АП","07.04.2026","МКК ""ЦФП"" (ПАО)","7727480641","1217700621709","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","14/26/68000-АП","07.04.2026","ООО МКК ""Экофинанс""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","13/26/68000-АП","31.03.2026","ООО ""ПКО ""ИНТЕГРАЛ""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","12/26/68000-АП","30.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","11/26/68000-АП","30.03.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","10/26/68000-АП","27.03.2026","ООО ""ПКО ""СОФТ""""","800010872","1230800005259","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","9/26/68000-АП","27.03.2026","ООО ""ПКО ""Эквита-Капитал""","5405074715","1225400025410","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","8/26/68000-АП","24.03.2026","ООО МКК ""ПЕННИ""","9703188842","1247700580533","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","7/26/68000-АП","27.03.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","6/26/68000-АП","17.03.2026","ООО ""ПКО ""ИНТЕГРАЛ""","3459086819","1243400005166","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","5/26/68000-АП","17.03.2026","ООО МКК ""ПЕННИ""","9703188842","1247700580533","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","4/26/68000-АП","24.03.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","3/26/68000-АП","17.02.2026","ООО МКК ""РОКЕТМЭН""","9718249135","1247700171124","ч.1 ст.14.57","230-ФЗ","12500.00","нет данных","нет данных"
"УФССП России по Тамбовской области","2/26/68000-АП","27.02.2026","ООО ""ПКО ""ДИОГЕН""","2635261859","1242600007540","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","1/26/68000-АП","17.02.2026","ООО ""МКК КАНГАРИЯ""","9201526872","1189204008564","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","59/25/68000-АП","27.01.2026","АО ""Почта Банк""","3232005484","1023200000010","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","57/25/68000-АП","26.01.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","54/25/68000-АП","13.01.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Тамбовской области","53/25/68000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Смоленской области","2/26/67000-АП","11.03.2026","ПАО ""МТС-Банк""","7702045051","1027739053704","ч.1 ст.14.57","230-ФЗ","30000.00","нет данных","нет данных"
"УФССП России по Смоленской области","1/26/67000-АП","19.02.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Смоленской области","9/25/67000-АП","02.02.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","20/26/66000-АП","11.06.2026","ООО ПКО Филберт","7841430420","1107847250961","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","17/26/66000-АП","05.06.2026","КПК ""Содействие"" (представитель Палашов Александр Михайлович)","6674154590","1056605207670","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","10/26/66000-АП","25.05.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","200000.00","нет данных","нет данных"
"УФССП России по Свердловской области","9/26/66000-АП","27.04.2026","ПАО ""Совкомбанк""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","7/26/66000-АП","12.05.2026","ООО ""ПКО АктивБизнесКонсалт""","7736659589","1137746390572","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","6/26/66000-АП","12.05.2026","ПАО ""Уральский банк реконструкции и развития""","6608008004","1026600000350","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","4/26/66000-АП","27.04.2026","ООО ""ПКО ""М.Б.А. Финансы""","7726626680","1097746177693","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Свердловской области","2/26/66000-АП","07.05.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Свердловской области","1/26/66000-АП","10.03.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","123/25/66000-АП","25.02.2026","НАО ПКО ""ПКБ""","2723115222","1092723000446","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","122/25/66000-АП","18.05.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Свердловской области","119/25/66000-АП","06.02.2026","АО ""Банк Русский Стандарт""","7707056547","1027739210630","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Свердловской области","118/25/66000-АП","10.03.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","113/25/66000-АП","25.05.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","112/25/66000-АП","06.02.2026","ООО ПКО ""Синара партнер""","6685168732","1196658076196","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","111/25/66000-АП","13.01.2026","ООО ПКО ""Югория""","8601038645","1098601001124","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","108/25/66000-АП","24.02.2026","ООО МКК ""Финмолл""","7705954143","1117746509638","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","107/25/66000-АП","25.02.2026","ООО МКК ""А ДЕНЬГИ""","7708400979","1217700636944","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","106/25/66000-АП","22.01.2026","ООО МКК ""Стратосфера""","5405967772","1155476133526","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","105/25/66000-АП","19.02.2026","МФК Быстроденьги (ООО)","7325081622","1087325005899","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Свердловской области","104/25/66000-АП","12.02.2026","ООО МКК ""А ДЕНЬГИ""","7708400979","1217700636944","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Свердловской области","102/25/66000-АП","08.05.2026","ООО МКК ""495 Кредит""","9704063067","1217700207427","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
