"territory osp","number","date","name of the organization","TIN","OGRN","part of law","structure of law","result","fact","total"
"УФССП России по Белгородской области","9/26/31000-АП","31.03.2026","ПАО ""СОВКОМБАНК""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","8/26/31000-АП","31.03.2026","ООО МКК ""Веритас""","7706780186","1127746672130","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Белгородской области","7/26/31000-АП","09.06.2026","ООО МКК ""ТУРБОЗАЙМ""","7702820127","1137746702367","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","5/26/31000-АП","31.03.2026","ООО МКК ""ЗТЧ""","6316284688","1236300021462","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","3/26/31000-АП","24.03.2026","ООО ""МКК Рейзор""","5610253805","1245600007168","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","2/26/31000-АП","24.03.2026","ООО ""МКК Рейзор""","5610253805","1245600007168","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","1/26/31000-АП","17.03.2026","ООО МКК ""Дополучкино""","5260411315","1155260008078","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","46/25/31000-АП","09.06.2026","ООО МКК ""Пенни""","9703188842","1247700580533","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","45/25/31000-АП","24.03.2026","ООО МКК ""Эквазайм""","7300032408","1247300004380","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","44/25/31000-АП","24.03.2026","АО ""ТБанк""","7710140679","1027739642281","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","43/25/31000-АП","24.03.2026","ПАО ""СОВКОМБАНК""","4401116480","1144400000425","ч.1 ст.14.57","230-ФЗ","75000.00","нет данных","нет данных"
"УФССП России по Белгородской области","41/25/31000-АП","24.03.2026","ООО ""МФК Совком Экспресс""","4400006727","1224400000362","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Белгородской области","39/25/31000-АП","13.01.2026","ООО МКК ""Фиксфинанс""","6316288474","1246300020647","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","38/25/31000-АП","13.01.2026","ООО МКК ""УРАЛСИБ Финанс""","9704026957","1207700285506","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","37/25/31000-АП","13.01.2026","ПАО Сбербанк","7707083893","1027700132195","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","36/25/31000-АП","13.01.2026","ООО МКК ""ТРЭНД""","3123387258","1163123063443","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","35/25/31000-АП","13.01.2026","Банк ВТБ (ПАО)","7702070139","1027739609391","ч.1 ст.14.57","230-ФЗ","150000.00","нет данных","нет данных"
"УФССП России по Белгородской области","34/25/31000-АП","13.01.2026","ООО МФК ""Экофинанс""","7715450868","1157746230730","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","33/25/31000-АП","09.06.2026","Публичное акционерное общество ""Банк ПСБ""","7744000912","1027739019142","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","32/25/31000-АП","09.06.2026","КПК Кит-кредит","6685222348","1246600048727","ч.1 ст.14.57","230-ФЗ","25000.00","нет данных","нет данных"
"УФССП России по Белгородской области","31/25/31000-АП","13.01.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","30/25/31000-АП","13.01.2026","ООО МКК ""Стратосфера""","5405967772","1155476133526","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","29/25/31000-АП","13.01.2026","АО ""АЛЬФА-БАНК""","7728168971","1027700067328","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","27/25/31000-АП","13.01.2026","ООО МКК ""Кредиттер""","7702463482","1197746100530","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","26/25/31000-АП","13.01.2026","ООО МКК ""ТУРБОЗАЙМ""","7702820127","1137746702367","ч.1 ст.14.57","230-ФЗ","50000.00","нет данных","нет данных"
"УФССП России по Белгородской области","25/25/31000-АП","13.01.2026","ООО МКК ""Займ Онлайн""","7703769314","1127746428171","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","24/25/31000-АП","13.01.2026","ООО МКК ""Кредиттер""","7702463482","1197746100530","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
"УФССП России по Белгородской области","15/25/31000-АП","13.01.2026","ООО МКК ""Сетап""","9724079548","1227700223629","ч.1 ст.14.57","230-ФЗ","100000.00","нет данных","нет данных"
